Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Microsoft.EntityFrameworkCore.SqlServer 3.1.32,,,,,"Microsoft.EntityFrameworkCore.SqlServer, 3.1.32  Recommendation:  Remove Microsoft.EntityFrameworkCore.SqlServer, and replace with new package Microsoft.EntityFrameworkCore.SqlServer 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Microsoft.EntityFrameworkCore.Tools 3.1.32,,,,,"Microsoft.EntityFrameworkCore.Tools, 3.1.32  Recommendation:  Remove Microsoft.EntityFrameworkCore.Tools, and replace with new package Microsoft.EntityFrameworkCore.Tools 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Microsoft.Extensions.Caching.StackExchangeRedis 6.0.15,,,,,"Microsoft.Extensions.Caching.StackExchangeRedis, 6.0.15  Recommendation:  Remove Microsoft.Extensions.Caching.StackExchangeRedis, and replace with new package Microsoft.Extensions.Caching.StackExchangeRedis 10.0.2"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Microsoft.VisualStudio.Azure.Containers.Tools.Targets 1.17.2,,,,,"Microsoft.VisualStudio.Azure.Containers.Tools.Targets, 1.17.2  Recommendation:  No supported version found"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Microsoft.ApplicationInsights.AspNetCore 2.21.0,,,,,"Microsoft.ApplicationInsights.AspNetCore, 2.21.0  Recommendation:  This version is deprecated. Please use the most recent version. Remove Microsoft.ApplicationInsights.AspNetCore, and replace with new package Microsoft.ApplicationInsights.AspNetCore, 2.23.0"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Microsoft.Extensions.Azure 1.5.0,,,,,"Microsoft.Extensions.Azure, 1.5.0  Recommendation:  This version takes a dependency on a deprecated version of Azure.Identity. Remove Microsoft.Extensions.Azure, and replace with new package Microsoft.Extensions.Azure, 1.13.1"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Azure.Identity 1.8.2,,,,,"Azure.Identity, 1.8.2  Recommendation:  Azure.Identity, 1.17.1"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,Azure.Identity 1.8.2,,,,,"Azure.Identity, 1.8.2  Recommendation:  This version has a vulnerability rated as MODERATE severity, which represents an additional attack surface in enterprise authentication systems and could potentially be chained with other vulnerabilities to create more significant security risks. Remove Azure.Identity, and replace with new package Azure.Identity, 1.17.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\WarriorsGuild.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Crosses\Controllers\CrossesController.cs,58,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Crosses\Controllers\CrossesController.cs,58,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Rings\Controllers\RingStatusController.cs,63,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_targetFilePath = config.GetValue<string>( ""StoredFilesPath"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Rings\Controllers\RingStatusController.cs,60,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Rings\Controllers\RingStatusController.cs,63,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_targetFilePath = config.GetValue<string>( ""StoredFilesPath"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Rings\Controllers\RingStatusController.cs,60,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Rings\Controllers\RingsController.cs,57,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Rings\Controllers\RingsController.cs,57,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Account\ProfileController.cs,43,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Account\ProfileController.cs,43,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Ranks\Controllers\RanksController.cs,45,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Ranks\Controllers\RanksController.cs,45,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Ranks\Controllers\RankStatusController.cs,55,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Ranks\Controllers\RankStatusController.cs,55,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"_fileSizeLimit = config.GetValue<long>( ""FileSizeLimit"" );"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Areas\Payments\Controllers\StripeWebhookController.cs,31,12,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"var signingSecret = _config.GetValue<string>(""Stripe:WebhookKey"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,428,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.ClaimActions,,,,,"options.ClaimActions.MapJsonKey( ""role"", ""role"" );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,426,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.ClaimActions,,,,,"options.ClaimActions.Add( new JsonKeyClaimAction( ""role"", null, ""role"" ) );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,421,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.TokenValidationParameters,,,,,"options.TokenValidationParameters = new TokenValidationParameters              {                  NameClaimType = ""name"",                  RoleClaimType = ""role""              };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,419,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.Scope,,,,,"options.Scope.Add( ""offline_access"" );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,418,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.Scope,,,,,"options.Scope.Add( ""roles"" );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,417,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.Scope,,,,,"options.Scope.Add( ""profile"" );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,416,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.ResponseType,,,,,"options.ResponseType = ""code id_token"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,415,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.GetClaimsFromUserInfoEndpoint,,,,,options.GetClaimsFromUserInfoEndpoint = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,414,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.ClientSecret,,,,,"options.ClientSecret = Configuration[ ""Authentication:IdentityServer:SecretKey"" ];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,413,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.ClientId,,,,,"options.ClientId = ""warriorsGuildMVC"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,411,12,P:Microsoft.AspNetCore.Authentication.OpenIdConnect.OpenIdConnectOptions.Authority,,,,,options.Authority = host;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,400,12,P:Microsoft.AspNetCore.Authentication.Facebook.FacebookOptions.AppSecret,,,,,"facebookOptions.AppSecret = Configuration[ ""Authentication:Facebook:AppSecret"" ];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,399,12,P:Microsoft.AspNetCore.Authentication.Facebook.FacebookOptions.AppId,,,,,"facebookOptions.AppId = Configuration[ ""Authentication:Facebook:AppId"" ];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,371,12,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,options.TokenValidationParameters = new TokenValidationParameters              {                  ValidateAudience = false              };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,369,12,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Audience,,,,,options.Audience = IdentityServerConstants.LocalApi.ScopeName;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,368,12,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Authority,,,,,options.Authority = host;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,361,8,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"services.AddAuthentication( options =>          {              options.DefaultScheme = ""Cookies"";              options.DefaultChallengeScheme = ""oidc"";          } )          .AddJwtBearer( ""Bearer"", options =>          {              options.Authority = host;              options.Audience = IdentityServerConstants.LocalApi.ScopeName;                options.TokenValidationParameters = new TokenValidationParameters              {                  ValidateAudience = false              };          } )          //.AddIdentityServerAuthentication(options =>          //{          //    options.Authority = ""http://localhost:5000"";//IdentityServer URL          //    options.RequireHttpsMetadata = false;       //False for local addresses, true ofcourse for live scenarios          //    options.ApiName = ""ApiName"";          //    options.ApiSecret = ""secret_for_the_api"";          //    //options.EnableCaching;          //    //options.CacheDuration;          //} )          .AddGoogle( options =>          {              options.SignInScheme = IdentityServerConstants.ExternalCookieAuthenticationScheme;                IConfigurationSection googleAuthNSection =                  Configuration.GetSection( ""Authentication:Google"" );                options.ClientId = googleAuthNSection[ ""ClientId"" ];              options.ClientSecret = googleAuthNSection[ ""ClientSecret"" ];              options.Scope.Add( ""email"" );          } )          .AddFacebook( facebookOptions =>          {              facebookOptions.SignInScheme = IdentityServerConstants.ExternalCookieAuthenticationScheme;              facebookOptions.AppId = Configuration[ ""Authentication:Facebook:AppId"" ];              facebookOptions.AppSecret = Configuration[ ""Authentication:Facebook:AppSecret"" ];              //facebookOptions.AccessDeniedPath = ""/AccessDeniedPathInfo"";                //We recommend the AccessDeniedPath page contain the following information:                //Remote authentication was canceled.              //This app requires authentication.              //To try sign -in again, select the Login link.          } )          .AddOpenIdConnect( ""oidc"", options =>          {              options.Authority = host;                options.ClientId = ""warriorsGuildMVC"";              options.ClientSecret = Configuration[ ""Authentication:IdentityServer:SecretKey"" ];              options.GetClaimsFromUserInfoEndpoint = true;              options.ResponseType = ""code id_token"";              options.Scope.Add( ""profile"" );              options.Scope.Add( ""roles"" );              options.Scope.Add( ""offline_access"" );              //options.SignedOutCallbackPath = ""/"";              options.TokenValidationParameters = new TokenValidationParameters              {                  NameClaimType = ""name"",                  RoleClaimType = ""role""              };              options.ClaimActions.Add( new JsonKeyClaimAction( ""role"", null, ""role"" ) );              options.SaveTokens = true;              options.ClaimActions.MapJsonKey( ""role"", ""role"" );          } )          .AddCookie( ""Cookie"" );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,WarriorsGuild\WarriorsGuild.csproj,File,WarriorsGuild\Program.cs,361,8,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.String,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"services.AddAuthentication( options =>          {              options.DefaultScheme = ""Cookies"";              options.DefaultChallengeScheme = ""oidc"";          } )          .AddJwtBearer( ""Bearer"", options =>          {              options.Authority = host;              options.Audience = IdentityServerConstants.LocalApi.ScopeName;                options.TokenValidationParameters = new TokenValidationParameters              {                  ValidateAudience = false              };          } )          //.AddIdentityServerAuthentication(options =>          //{          //    options.Authority = ""http://localhost:5000"";//IdentityServer URL          //    options.RequireHttpsMetadata = false;       //False for local addresses, true ofcourse for live scenarios          //    options.ApiName = ""ApiName"";          //    options.ApiSecret = ""secret_for_the_api"";          //    //options.EnableCaching;          //    //options.CacheDuration;          //} )          .AddGoogle( options =>          {              options.SignInScheme = IdentityServerConstants.ExternalCookieAuthenticationScheme;                IConfigurationSection googleAuthNSection =                  Configuration.GetSection( ""Authentication:Google"" );                options.ClientId = googleAuthNSection[ ""ClientId"" ];              options.ClientSecret = googleAuthNSection[ ""ClientSecret"" ];              options.Scope.Add( ""email"" );          } )          .AddFacebook( facebookOptions =>          {              facebookOptions.SignInScheme = IdentityServerConstants.ExternalCookieAuthenticationScheme;              facebookOptions.AppId = Configuration[ ""Authentication:Facebook:AppId"" ];              facebookOptions.AppSecret = Configuration[ ""Authentication:Facebook:AppSecret"" ];              //facebookOptions.AccessDeniedPath = ""/AccessDeniedPathInfo"";                //We recommend the AccessDeniedPath page contain the following information:                //Remote authentication was canceled.              //This app requires authentication.              //To try sign -in again, select the Login link.          } )          .AddOpenIdConnect( ""oidc"", options =>          {              options.Authority = host;                options.ClientId = ""warriorsGuildMVC"";              options.ClientSecret = Configuration[ ""Authentication:IdentityServer:SecretKey"" ];              options.GetClaimsFromUserInfoEndpoint = true;              options.ResponseType = ""code id_token"";              options.Scope.Add( ""profile"" );              options.Scope.Add( ""roles"" );              options.Scope.Add( ""offline_access"" );              //options.SignedOutCallbackPath = ""/"";              options.TokenValidationParameters = new TokenValidationParameters              {                  NameClaimType = ""name"",                  RoleClaimType = ""role""              };              options.ClaimActions.Add( new JsonKeyClaimAction( ""role"", null, ""role"" ) );              options.SaveTokens = true;              options.ClaimActions.MapJsonKey( ""role"", ""role"" );          } )          .AddCookie( ""Cookie"" );"
